Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,2000,Summer     ,Kerala,55258.0,154606,2412.6,5424677.86,14367.08,2.23
Rapeseed &Mustard,2002,Rabi       ,Jharkhand,4704.34,3602,1041.2,445359.8678,1176.085,0.781111111
Masoor,2006,Rabi       ,Uttarakhand,12677.0,5846,1178.9,1618979.67,2788.94,0.550769231
Gram,2019,Kharif     ,Jammu and Kashmir,9.0,3,1324.1,1545.84,3.33,0.3
Other Kharif pulses,2009,Kharif     ,Goa,356.0,305,3334.9,55471.92,60.52,0.71
Groundnut,2003,Kharif     ,Haryana,1538.0,1100,592.3,152231.24,369.12,0.501538462
Jowar,2002,Kharif     ,Tamil Nadu,319607.0,213639,315.9,30257194.69,79901.75,0.765652174
Dry chillies,2013,Whole Year ,Tamil Nadu,41401.0,11294,740.9,5982030.49,11178.27,0.363333333
Sweet potato,2014,Whole Year ,Assam,6213.0,32858,1899.0,937914.48,2050.29,5.173333333
Coconut ,2005,Whole Year ,Puducherry,2194.0,29414000,1434.5875,263104.48,460.74,11250.4125
Horse-gram,2012,Rabi       ,Chhattisgarh,1509.0,425,1366.8,227557.2,467.79,0.300833333
Arhar/Tur,2003,Kharif     ,Chhattisgarh,52307.0,31541,1643.7,5177346.86,12553.68,0.58125
Sugarcane,2004,Whole Year ,Gujarat,196600.0,14558000,719.8,21299644.0,41286.0,71.64636364
Linseed,2016,Rabi       ,West Bengal,6605.0,2447,1795.8,1012216.25,2311.75,0.375625
Moong(Green Gram),2013,Kharif     ,Andhra Pradesh,17490.0,8956,1062.3,2527130.1,4722.3,0.627692308
Sugarcane,2001,Whole Year ,Chhattisgarh,3476.0,9046,1550.0,355003.88,903.76,2.805714286
Potato,2018,Kharif     ,Karnataka,21372.0,169235,1419.1,3466538.4,7480.2,8.165862069
Onion,2008,Whole Year ,Assam,6963.0,16816,2109.9,995987.52,626.67,2.381481481
Horse-gram,1998,Kharif     ,Karnataka,189486.0,90718,1260.8,18721216.8,54950.94,0.504615385
Small millets,2004,Kharif     ,Meghalaya,2652.0,2241,4767.9,287317.68,556.92,0.957142857
Turmeric,2015,Whole Year ,Tamil Nadu,29877.0,115351,1201.9,4717877.07,9859.41,3.897777778
Rice,2019,Kharif     ,Uttar Pradesh,5898690.0,16947998,814.5,1013158994.0,2182515.3,2.823466667
Ragi,2016,Whole Year ,Kerala,33.0,42,2924.3,5057.25,11.55,1.375
Rapeseed &Mustard,2016,Rabi       ,Arunachal Pradesh,27986.0,28514,2933.7,4288854.5,9795.1,1.233157895
Black pepper,2011,Kharif     ,Puducherry,11.0,5,1434.5875,1842.72,3.63,0.45
Tapioca,2018,Kharif     ,Nagaland,2620.0,53080,1372.7,424964.0,917.0,20.26454545
Horse-gram,2015,Rabi       ,Telangana,1530.0,684,747.9,241602.3,504.9,0.418888889
Soyabean,2005,Kharif     ,Mizoram,1450.0,2820,2075.4,173884.0,304.5,1.46875
Jute,2019,Kharif     ,Bihar,48390.0,509650,1194.7,8311466.4,17904.3,13.32
Other Summer Pulses,2018,Summer     ,Uttarakhand,3.0,2,1373.0,486.6,1.05,0.67
Maize,2019,Kharif     ,Punjab,114600.0,410500,653.2,19683696.0,42402.0,3.539444444
Sugarcane,2001,Whole Year ,Haryana,161184.0,9270000,483.8,16461721.92,41907.84,47.62210526
Castor seed,2005,Kharif     ,Chhattisgarh,95.0,30,1292.7,11392.4,19.95,0.256666667
Cotton(lint),2003,Kharif     ,Meghalaya,7281.0,7792,3321.3,720673.38,1747.44,1.036666667
Rice,2016,Summer     ,Karnataka,73832.0,212837,1147.2,11314754.0,25841.2,2.852692308
Potato,2001,Whole Year ,Haryana,9616.0,203100,483.8,982082.08,2500.16,19.08055556
Moong(Green Gram),2014,Rabi       ,Andhra Pradesh,160036.0,131294,687.6,24159034.56,52811.88,0.767692308
other oilseeds,2019,Kharif     ,Uttarakhand,12.0,9,1378.9,2061.12,4.44,0.82
Turmeric,2009,Whole Year ,Karnataka,17873.0,89932,1321.0,2784970.86,3038.41,4.762941176
Moong(Green Gram),2019,Kharif     ,Uttar Pradesh,48924.0,14042,814.5,8403186.24,18101.88,0.404264706
Banana,2002,Whole Year ,Karnataka,39813.0,681663,860.8,3769096.71,9953.25,16.96518519
Small millets,1999,Kharif     ,Maharashtra,92700.0,65200,1166.5,9838251.0,25029.0,0.72047619
Peas & beans (Pulses),2014,Rabi       ,West Bengal,14114.0,16778,1483.5,2130649.44,4657.62,1.175
Jowar,1998,Kharif     ,Bihar,2635.0,2477,1332.5,260338.0,764.15,0.97
Rice,2013,Kharif     ,Haryana,1244000.0,4041000,452.2,179745560.0,335880.0,3.112
Arhar/Tur,2008,Kharif     ,Assam,5368.0,3811,2109.9,767838.72,483.12,0.706296296
Urad,2010,Winter     ,Odisha,89773.0,28134,1291.9,14912193.03,21545.52,0.280333333
Cowpea(Lobia),2012,Kharif     ,Karnataka,64825.0,17765,956.2,9775610.0,20095.75,0.36962963
Jowar,2010,Kharif     ,Madhya Pradesh,413677.0,585767,856.3,68715886.47,99282.48,1.5472
Tobacco,2010,Rabi       ,Uttar Pradesh,25906.0,131506,742.6,4303245.66,6217.44,5.069
Maize,2002,Kharif     ,Arunachal Pradesh,40548.0,55941,2832.8,3838679.16,10137.0,1.402
Sesamum,2007,Kharif     ,Chhattisgarh,21232.0,6741,1246.2,2832348.8,3397.12,0.330555556
Coconut ,2002,Whole Year ,Goa,25068.0,122020000,2516.3,2373187.56,6267.0,4867.56
Ginger,2012,Kharif     ,Manipur,2476.0,29217,1176.7,373380.8,767.56,11.8
Sesamum,2016,Winter     ,West Bengal,1339.0,993,1795.8,205201.75,468.65,0.694
Bajra,2011,Rabi       ,Karnataka,1350.0,1225,1178.986364,226152.0,445.5,0.98
Moong(Green Gram),2018,Kharif     ,Maharashtra,481049.0,203771,1387.4,78026147.8,168367.15,0.366896552
Groundnut,2010,Summer     ,Gujarat,230500.0,415900,1107.5,38288355.0,55320.0,1.723478261
Ginger,2016,Whole Year ,Haryana,108.0,1877,554.7,16551.0,37.8,15.10333333
Groundnut,2007,Rabi       ,Tripura,270.0,263,2831.8,36018.0,43.2,0.985
Rice,2006,Kharif     ,Goa,52985.0,128945,2928.8,6766714.35,11656.7,2.41
Onion,2003,Whole Year ,Jammu and Kashmir,631.0,1136,1430.3,62456.38,151.44,1.967142857
Masoor,2006,Rabi       ,Tripura,360.0,234,1764.3,45975.6,79.2,0.6125
Maize,2010,Rabi       ,Gujarat,110000.0,220000,1107.5,18272100.0,26400.0,1.882307692
Coriander,2013,Whole Year ,Karnataka,2648.0,822,1235.6,382609.52,714.96,0.319473684
Other Cereals,2004,Kharif     ,Maharashtra,75000.0,41700,1052.0,8125500.0,15750.0,0.474137931
Linseed,2015,Rabi       ,Uttar Pradesh,16715.0,3194,596.7,2639465.65,5515.95,0.163870968
Wheat,2000,Rabi       ,Sikkim,7215.0,10103,2504.8,708296.55,1875.9,1.3725
Onion,2010,Kharif     ,Jammu and Kashmir,187.0,166,1352.0,31062.57,44.88,0.984285714
Soyabean,2010,Kharif     ,Mizoram,1401.0,2653,2738.7,232720.11,336.24,1.6225
Arhar/Tur,2018,Kharif     ,Karnataka,1560680.0,945939,1419.1,253142296.0,546238.0,0.5525
Tobacco,2008,Whole Year ,Uttarakhand,11.0,39,1363.7,1573.44,0.99,3.4
Gram,2012,Rabi       ,Nagaland,760.0,640,1296.6,114608.0,235.6,0.823636364
Other  Rabi pulses,2017,Rabi       ,Maharashtra,101725.0,50909,1129.5,16015584.0,38655.5,0.575555556
Barley,2002,Kharif     ,Delhi,85.0,41,593.6,8046.95,21.25,0.48
Rice,2006,Autumn     ,Bihar,517983.0,530242,1052.8,66151608.93,113956.26,0.962413793
Sannhamp,2012,Kharif     ,Haryana,78.0,29,307.9,11762.4,24.18,0.3525
Moong(Green Gram),2011,Kharif     ,Karnataka,283536.0,72069,1178.986364,47497950.72,93566.88,0.259166667
Moth,1998,Kharif     ,Uttar Pradesh,164.0,63,743.4,16203.2,47.56,0.334666667
Jowar,2012,Kharif     ,Andhra Pradesh,103000.0,161000,968.7,15532400.0,31930.0,1.567272727
Rapeseed &Mustard,2012,Rabi       ,Nagaland,27170.0,27420,1296.6,4097236.0,8422.7,1.008181818
Bajra,2008,Kharif     ,Uttarakhand,20.0,19,1363.7,2860.8,1.8,0.95
Moong(Green Gram),2010,Kharif     ,Madhya Pradesh,83782.0,29404,856.3,13917028.02,20107.68,0.3646
Jowar,2002,Rabi       ,Andhra Pradesh,360173.0,350255,648.1,34097577.91,90043.25,0.841818182
Sugarcane,2006,Whole Year ,Uttarakhand,118869.0,7267238,1178.9,15180759.99,26151.18,61.44
Coconut ,2008,Kharif     ,Chhattisgarh,77.0,0,1117.9,11014.08,6.93,0.0
Rice,2016,Rabi       ,Andhra Pradesh,585363.0,2768647,890.0,89706879.75,204877.05,3.727692308
Sugarcane,2004,Whole Year ,Jharkhand,542.97,13958,1149.2,58825.3698,114.0237,25.71
Tobacco,1999,Whole Year ,Assam,1373.0,695,2201.8,145716.49,370.71,0.573913043
Barley,2011,Rabi       ,Jammu and Kashmir,7162.0,4110,887.6,1199778.24,2363.46,0.7075
Arecanut,2008,Kharif     ,Puducherry,61.0,79,1434.5875,8725.44,5.49,1.3
Tobacco,2004,Whole Year ,Kerala,40.0,223,2880.2,4333.6,8.4,5.58
Sugarcane,2011,Kharif     ,Uttar Pradesh,2162404.0,128818743,777.4,362245918.1,713593.32,55.13875
Garlic,2014,Rabi       ,Uttar Pradesh,33861.0,196134,616.4,5111656.56,11174.13,5.808064516
Horse-gram,2010,Kharif     ,Tamil Nadu,47320.0,21729,1095.2,7860325.2,11356.8,0.444615385
Rice,2011,Autumn     ,Jharkhand,150654.0,126012,1374.7,25237558.08,49715.82,0.79173913
Khesari,2007,Rabi       ,Chhattisgarh,428553.0,553008,1246.2,57168970.2,68568.48,0.754
Ragi,2009,Kharif     ,Kerala,293.0,236,2821.5,45655.26,49.81,0.405
Wheat,2007,Rabi       ,Assam,56069.0,70797,2154.1,7479604.6,8971.04,1.225185185
Coconut ,2014,Whole Year ,Goa,25786.0,127800000,3491.2,3892654.56,8509.38,4955.305
Groundnut,2004,Summer     ,Gujarat,60500.0,106500,719.8,6554570.0,12705.0,1.583181818
Small millets,1998,Rabi       ,Gujarat,2300.0,1000,775.6,227240.0,667.0,0.46
Sunflower,1999,Kharif     ,Tamil Nadu,22994.0,21913,922.8,2440353.22,6208.38,0.999583333
Rapeseed &Mustard,2002,Rabi       ,Manipur,2310.0,1030,1743.7,218687.7,577.5,0.45
Safflower,2017,Kharif     ,West Bengal,101.0,99,1830.0,15901.44,38.38,0.8825
Masoor,2011,Rabi       ,Madhya Pradesh,586000.0,215179,852.6,98166720.0,193380.0,0.395625
Tapioca,2012,Whole Year ,Assam,3866.0,31306,2167.5,582992.8,1198.46,8.665555556
Sesamum,2013,Kharif     ,Telangana,5713.0,1300,1348.7,825471.37,1542.51,0.242857143
Jowar,2019,Kharif     ,Gujarat,28638.0,43518,1067.8,4918862.88,10596.06,1.448666667
Sesamum,2016,Autumn     ,West Bengal,1374.0,1143,1795.8,210565.5,480.9,0.781111111
Maize,2012,Summer     ,Karnataka,32413.0,111382,956.2,4887880.4,10048.03,3.439666667
Groundnut,2000,Kharif     ,Odisha,72357.0,57475,1066.0,7103286.69,18812.82,0.885666667
Rapeseed &Mustard,2018,Rabi       ,Tripura,7729.0,6424,2169.1,1253643.8,2705.15,0.83125
Sunflower,2001,Rabi       ,Odisha,8940.0,6850,1672.5,913042.2,2324.4,0.664814815
Onion,2017,Summer     ,Uttar Pradesh,12557.0,180634,652.1,1976974.08,4771.66,14.14591549
Arhar/Tur,2005,Kharif     ,Nagaland,8000.0,7600,1568.6,959360.0,1680.0,0.9225
Maize,2003,Kharif     ,Himachal Pradesh,298467.0,729571,1112.6,29542263.66,71632.08,2.503333333
Ragi,1997,Whole Year ,Gujarat,18900.0,17900,798.9,1798713.0,5859.0,0.96
Rapeseed &Mustard,2020,Rabi       ,Uttarakhand,13150.0,11853,1313.947826,2545971.5,4865.5,0.693846154
Urad,2011,Rabi       ,Tripura,495.0,337,2295.609091,82922.4,163.35,0.6325
Gram,2000,Rabi       ,Karnataka,369473.0,239431,1213.3,36271164.41,96062.98,0.622380952
Onion,2009,Whole Year ,Haryana,1535.0,31300,393.0,239183.7,260.95,19.35785714
Other Kharif pulses,2004,Kharif     ,Delhi,150.0,215,651.9,16251.0,31.5,1.43
Turmeric,2011,Whole Year ,Arunachal Pradesh,625.0,2800,2193.7,104700.0,206.25,4.595
Groundnut,2007,Winter     ,Odisha,2094.0,2406,1633.8,279339.6,335.04,1.054
Groundnut,2010,Kharif     ,Puducherry,25.0,48,1434.5875,4152.75,6.0,1.92
Sugarcane,2001,Whole Year ,Karnataka,406950.0,33016618,1002.9,41561803.5,105807.0,84.00269231
Cashewnut,2018,Kharif     ,Puducherry,145.0,61,1693.9,23519.0,50.75,0.416666667
Cotton(lint),1999,Kharif     ,Andhra Pradesh,1045704.0,1579408,650.4,110980565.5,282340.08,1.458181818
Soyabean,1998,Kharif     ,Himachal Pradesh,585.0,1153,1381.6,57798.0,169.65,2.537142857
Horse-gram,2007,Kharif     ,Haryana,458.0,100,443.8,61097.2,73.28,0.0825
Moong(Green Gram),1999,Summer     ,West Bengal,7947.0,3942,2318.1,843415.11,2145.69,0.850625
Groundnut,2012,Summer     ,Gujarat,65800.0,150600,460.6,9922640.0,20398.0,2.054545455
Linseed,2006,Rabi       ,Assam,8169.0,4142,1774.9,1043262.99,1797.18,0.484583333
Ragi,2019,Kharif     ,Karnataka,625797.0,1092419,1422.3,107486892.7,231544.89,1.675357143
Maize,2003,Kharif     ,Karnataka,545546.0,1066107,867.6,53998143.08,130931.04,2.3356
Horse-gram,2009,Kharif     ,Uttarakhand,9538.0,5909,847.8,1486211.16,1621.46,0.650909091
Rapeseed &Mustard,2012,Rabi       ,Jharkhand,21277.0,18928,1102.0,3208571.6,6595.87,0.96875
Other Kharif pulses,2006,Kharif     ,Jammu and Kashmir,4280.0,2975,1786.5,546598.8,941.6,0.591818182
Wheat,2010,Rabi       ,Bihar,2100181.0,5094030,629.2,348861065.9,504043.44,2.282631579
Safflower,2015,Rabi       ,Andhra Pradesh,304.0,212,940.7,48004.64,100.32,0.713333333
Horse-gram,2018,Rabi       ,Tamil Nadu,73408.0,50647,986.2,11906777.6,25692.8,0.715652174
Other Kharif pulses,2013,Kharif     ,Himachal Pradesh,5087.0,4499,1216.9,735020.63,1373.49,0.896666667
Sunflower,2011,Kharif     ,West Bengal,6812.0,7939,1686.5,1141146.24,2247.96,1.256875
Onion,2008,Whole Year ,Tamil Nadu,30255.0,286040,1201.9,4327675.2,2722.95,10.1544
Turmeric,2018,Whole Year ,Assam,15896.0,19395,2372.9,2578331.2,5563.6,1.225925926
Tobacco,2002,Whole Year ,Bihar,14952.0,16805,1105.8,1415505.84,3738.0,1.124166667
Onion,2016,Whole Year ,Assam,8266.0,81282,2296.8,1266764.5,2893.1,7.141111111
Tobacco,2014,Whole Year ,Maharashtra,1300.0,2100,1001.6,196248.0,429.0,1.62
Gram,2003,Rabi       ,Nagaland,1500.0,2000,1709.8,148470.0,360.0,1.3475
Gram,2000,Rabi       ,Maharashtra,676200.0,350800,1057.8,66382554.0,175812.0,0.500967742
Niger seed,2000,Kharif     ,Andhra Pradesh,18452.0,6001,935.6,1811432.84,4797.52,0.36
Cotton(lint),2013,Kharif     ,Gujarat,2608410.0,10511576,1006.5,376889160.9,704270.7,3.703043478
Ragi,2017,Rabi       ,Tamil Nadu,24140.0,107745,970.9,3800601.6,9173.2,4.336538462
Potato,2006,Rabi       ,Jammu and Kashmir,857.0,12436,1786.5,109447.47,188.54,14.57375
Groundnut,2014,Rabi       ,Tamil Nadu,126229.0,433883,911.3,19055529.84,41655.57,3.297666667
Arhar/Tur,2015,Kharif     ,Haryana,4400.0,5000,426.8,694804.0,1452.0,1.127272727
Soyabean,2010,Kharif     ,West Bengal,529.0,316,1096.0,87872.19,126.96,0.65
Tapioca,2010,Whole Year ,Karnataka,879.0,9712,1317.7,146010.69,210.96,11.11777778
Ragi,2013,Kharif     ,Uttarakhand,108656.0,148803,1735.4,15699705.44,29337.12,1.480909091
other oilseeds,2019,Kharif     ,Andhra Pradesh,97782.0,2262487,899.2,16795036.32,36179.34,16.12818182
Cotton(lint),2005,Kharif     ,Assam,1352.0,632,2184.6,162131.84,283.92,0.4172
Tapioca,1998,Whole Year ,Kerala,112774.0,2630155,3151.5,11142071.2,32704.46,25.51785714
Moong(Green Gram),2012,Autumn     ,Odisha,21882.0,5999,1430.2,3299805.6,6783.42,0.242857143
Dry chillies,2007,Whole Year ,Chhattisgarh,6028.0,4205,1246.2,804135.2,964.48,0.687222222
Peas & beans (Pulses),2016,Rabi       ,Nagaland,7200.0,7920,1959.8,1103400.0,2520.0,1.101818182
Peas & beans (Pulses),2004,Rabi       ,Chhattisgarh,16359.0,5316,1122.8,1772334.06,3435.39,0.28625
Maize,2008,Kharif     ,Maharashtra,550100.0,1323000,1052.8,78686304.0,49509.0,1.992222222
Maize,2005,Kharif     ,Meghalaya,16898.0,24424,3374.4,2026408.16,3548.58,1.481428571
Horse-gram,2006,Kharif     ,Himachal Pradesh,2551.0,1337,1207.0,325788.21,561.22,0.484
Mesta,2000,Kharif     ,Meghalaya,4635.0,21358,6258.8,455017.95,1205.1,4.606666667
Soyabean,2014,Kharif     ,Manipur,5055.0,4322,987.5,763102.8,1668.15,0.842222222
Black pepper,2009,Whole Year ,Kerala,171489.0,42460,2821.5,26721415.98,29153.13,0.190714286
Linseed,2013,Rabi       ,Bihar,18674.0,15874,1069.9,2698206.26,5041.98,0.854705882
Potato,2014,Kharif     ,Uttarakhand,6561.0,70178,1287.4,990448.56,2165.13,9.715
Castor seed,2013,Rabi       ,Andhra Pradesh,1291.0,956,1062.3,186536.59,348.57,0.74
Moong(Green Gram),2018,Kharif     ,Nagaland,480.0,500,1372.7,77856.0,168.0,1.026666667
Potato,2014,Kharif     ,Andhra Pradesh,351.0,6055,687.6,52986.96,115.83,17.6225
Horse-gram,2008,Winter     ,Odisha,58696.0,16093,1539.0,8395875.84,5282.64,0.304666667
Castor seed,2017,Rabi       ,Meghalaya,72.0,65,4472.3,11335.68,27.36,1.004
Gram,2004,Rabi       ,Uttarakhand,823.0,639,1219.6,89163.82,172.83,0.737272727
Ragi,2010,Rabi       ,Karnataka,45898.0,71598,1317.7,7624116.78,11015.52,1.767142857
Turmeric,2003,Whole Year ,Odisha,23780.0,56420,1648.2,2353744.4,5707.2,2.241
Sannhamp,2014,Whole Year ,Karnataka,311.0,76,1238.5,46948.56,102.63,0.236
Wheat,2014,Rabi       ,Arunachal Pradesh,3800.0,7500,2403.2,573648.0,1254.0,2.454444444
Turmeric,1998,Whole Year ,Arunachal Pradesh,366.0,1199,3616.7,36160.8,106.14,3.574285714
Groundnut,2002,Kharif     ,Odisha,56137.0,48835,1102.8,5314489.79,14034.25,0.863
Horse-gram,2017,Summer     ,Odisha,373.0,142,1344.4,58725.12,141.74,0.45
Sunflower,2008,Summer     ,Karnataka,42201.0,33674,1164.1,6036431.04,3798.09,0.857619048
Horse-gram,2018,Kharif     ,Himachal Pradesh,1618.0,938,1052.2,262439.6,566.3,0.549
Garlic,2008,Rabi       ,Jammu and Kashmir,604.0,516,1390.1,86396.16,54.36,0.825555556
Tobacco,2008,Whole Year ,Meghalaya,664.0,436,3114.3,94978.56,59.76,0.7275
Sugarcane,2013,Kharif     ,Chhattisgarh,44097.0,2129180,1418.3,6371575.53,11906.19,48.28
Castor seed,2014,Kharif     ,Haryana,500.0,600,301.3,75480.0,165.0,0.89
Tobacco,2010,Whole Year ,Assam,490.0,250,2578.5,81393.9,117.6,0.6084
Maize,2018,Rabi       ,Maharashtra,201409.0,379865,1387.4,32668539.8,70493.15,1.349230769
Sannhamp,2019,Kharif     ,Chhattisgarh,471.0,240,1420.3,80898.96,174.27,0.405714286
Potato,2015,Whole Year ,Gujarat,109188.0,2773080,584.3,17241877.08,36032.04,24.20928571
Rice,1998,Kharif     ,Mizoram,62372.0,95115,2640.7,6162353.6,18087.88,1.5225
Other Cereals,2004,Kharif     ,Uttarakhand,75993.0,88540,1219.6,8233081.62,15958.53,1.117272727
Urad,2016,Kharif     ,Jammu and Kashmir,9636.0,3288,902.8,1476717.0,3372.6,0.375
Potato,2015,Whole Year ,Madhya Pradesh,135292.29,2828020,1000.7,21364005.51,44646.4557,20.1022
Rice,2007,Rabi       ,Karnataka,40325.0,86756,1323.3,5379355.0,6452.0,2.255333333
Mesta,2017,Kharif     ,West Bengal,10360.0,109043,1830.0,1631078.4,3936.8,9.853636364
Sugarcane,2017,Whole Year ,Haryana,114900.0,9708800,417.1,18089856.0,43662.0,82.12473684
Linseed,2010,Rabi       ,West Bengal,4116.0,1444,1096.0,683708.76,987.84,0.350769231
Rice,2001,Summer     ,Kerala,43850.0,105032,2946.7,4478400.5,11401.0,2.151428571
Tobacco,2017,Whole Year ,Kerala,10.0,16,2664.8,1574.4,3.8,1.6
Sugarcane,1998,Whole Year ,Uttar Pradesh,1974642.0,116483396,743.4,195094629.6,572646.18,51.80960526
Turmeric,1998,Winter     ,Manipur,40.0,20,1855.0,3952.0,11.6,0.5
Urad,2003,Kharif     ,Maharashtra,600700.0,359200,1037.4,59457286.0,144168.0,0.595757576
Wheat,2006,Rabi       ,Uttar Pradesh,9197642.0,25443428,590.5,1174630860.0,2023481.24,2.725428571
Cotton(lint),2002,Kharif     ,Tripura,1370.0,1584,2579.8,129697.9,342.5,1.06
Dry chillies,2004,Whole Year ,Manipur,11920.0,7150,1613.3,1291412.8,2503.2,0.597777778
Potato,2016,Whole Year ,Madhya Pradesh,159997.16,3460981,1048.4,24519564.77,55999.006,21.3086
Sesamum,2000,Kharif     ,Mizoram,3791.0,2047,2834.3,372162.47,985.66,0.735
Coconut ,2013,Whole Year ,Goa,25750.0,128100000,3642.6,3720617.5,6952.5,4972.855
Maize,2008,Rabi       ,Mizoram,385.0,412,1912.1,55070.4,34.65,1.884
Mesta,2009,Kharif     ,West Bengal,5358.0,75069,1317.2,834883.56,910.86,11.27
Castor seed,2013,Kharif     ,Madhya Pradesh,2458.0,1191,1451.4,355156.42,663.66,0.48
Wheat,2009,Rabi       ,Chhattisgarh,109163.0,118923,956.9,17009778.66,18557.71,1.301764706
Arhar/Tur,2000,Kharif     ,Odisha,149140.0,97170,1066.0,14641073.8,38776.4,0.639666667
Cotton(lint),2014,Kharif     ,Karnataka,808464.0,2205170,1238.5,122045725.4,266793.12,2.50375
Ragi,2014,Winter     ,Odisha,35945.0,26950,1536.9,5426257.2,11861.85,0.682857143
Ragi,2018,Kharif     ,Nagaland,350.0,340,1372.7,56770.0,122.5,0.982857143
Moong(Green Gram),2020,Summer     ,Uttarakhand,8.0,5,1313.947826,1548.88,2.96,0.785
Peas & beans (Pulses),2018,Kharif     ,Nagaland,2310.0,3150,1372.7,374682.0,808.5,1.361
Groundnut,2016,Kharif     ,Maharashtra,235080.0,286827,1151.1,36026010.0,82278.0,0.95625
Moth,1999,Kharif     ,Gujarat,25900.0,1600,458.9,2748767.0,6993.0,0.081538462
Rapeseed &Mustard,2006,Rabi       ,Andhra Pradesh,5387.0,2780,845.2,687973.77,1185.14,0.285
Sesamum,2007,Rabi       ,Andhra Pradesh,31000.0,8000,1004.2,4135400.0,4960.0,0.244545455
Other Kharif pulses,2009,Kharif     ,Gujarat,29900.0,21900,618.0,4659018.0,5083.0,0.764761905
Sesamum,2016,Summer     ,Odisha,1435.0,439,1460.5,219913.75,502.25,0.408333333
Banana,2013,Whole Year ,Gujarat,26721.0,1944633,1006.5,3860917.29,7214.67,71.54363636
Dry chillies,2007,Whole Year ,Manipur,7130.0,4280,1435.7,951142.0,1140.8,0.608888889
Maize,2011,Kharif     ,Assam,21297.0,17075,1743.4,3567673.44,7028.01,0.693333333
Ginger,2012,Kharif     ,Himachal Pradesh,2406.0,16872,1035.0,362824.8,745.86,7.345555556
Sesamum,2020,Kharif     ,Uttarakhand,2017.0,537,1313.947826,390511.37,746.29,0.240833333
Groundnut,2015,Rabi       ,Tamil Nadu,123791.0,407650,1201.9,19547836.81,40851.03,3.264333333
Rice,2001,Kharif     ,Sikkim,14900.0,21372,2372.5,1521737.0,3874.0,1.4275
Linseed,2012,Rabi       ,Nagaland,5740.0,4630,1296.6,865592.0,1779.4,0.808181818
Cotton(lint),2014,Kharif     ,Telangana,1662925.0,3583327,746.4,251035158.0,548765.25,2.068888889
Urad,2003,Summer     ,Uttar Pradesh,57741.0,28301,1075.6,5715204.18,13857.84,0.540153846
Groundnut,2013,Kharif     ,Maharashtra,244100.0,295850,1409.8,35270009.0,65907.0,1.009047619
Sunflower,2001,Kharif     ,Tamil Nadu,6607.0,8530,481.3,674772.91,1717.82,1.323
Jute,1999,Kharif     ,Meghalaya,4235.0,31781,6200.3,449460.55,1143.45,6.76
Niger seed,2017,Winter     ,Odisha,18348.0,5991,1344.4,2888709.12,6972.24,0.264444444
Sugarcane,2016,Whole Year ,Gujarat,157987.0,10786971,710.5,24211507.75,55295.45,64.44533333
Ragi,2019,Kharif     ,Jharkhand,14584.0,12766,1137.8,2504947.84,5396.08,0.879444444
Black pepper,2014,Whole Year ,Kerala,85431.0,40690,3046.4,12896663.76,28192.23,0.382857143
Turmeric,2012,Rabi       ,Uttar Pradesh,1755.0,4968,746.3,264654.0,544.05,2.86804878
Coriander,2009,Rabi       ,Uttar Pradesh,6461.0,3670,585.8,1006753.02,1098.37,0.580149254
Maize,2017,Rabi       ,Maharashtra,333739.0,904932,1129.5,52543868.16,126820.82,1.973793103
Groundnut,2007,Kharif     ,Jammu and Kashmir,3.0,2,1042.2,400.2,0.48,0.5
Castor seed,2018,Rabi       ,Meghalaya,72.0,65,5649.1,11678.4,25.2,1.004
Niger seed,1999,Kharif     ,Odisha,118030.0,38670,1484.3,12526523.9,31868.1,0.376428571
Urad,2012,Rabi       ,Tripura,554.0,371,1882.2,83543.2,171.74,0.64
Dry chillies,2006,Kharif     ,Jammu and Kashmir,560.0,577,1786.5,71517.6,123.2,0.972857143
Sannhamp,2013,Kharif     ,Bihar,1397.0,1124,1069.9,201852.53,377.19,0.822941176
Moong(Green Gram),2007,Kharif     ,Karnataka,520630.0,117008,1323.3,69452042.0,83300.8,0.217391304
Cotton(lint),2005,Kharif     ,Tripura,1143.0,1600,1765.9,137068.56,240.03,1.39
